TckrSymb;FinInstrmNm;OpnPric;HghPric;LwPric;ClsPric;LastPric;TtlTradgVol;TtlTrfVal
PRISMX;PRISMX GLOBAL VENTURES LIMITED;0.71;0.72;0.66;0.7;0.7;333054;229433
WALCHPF;WALCHAND PEOPLEFIRST LTD.;118.1;118.1;118.1;118.1;118.1;121;14290
WHBRADY;W.H.BRADY & CO.LTD.;731.85;731.9;700.65;724.5;724.5;57;41222
TECHNVISN;TechNVision Ventures Limited;4563.45;4563.45;4563.45;4563.45;4563.45;168;766659
SHAILY;SHAILY ENGINEERING PLASTICS LT;1503.05;1647.9;1503.05;1644.75;1640.75;1635;2658579
BBTC;BOMBAY BURMAH TRADING CORP.LTD;1652.25;1738.45;1652.25;1720.85;1728;6949;11892746
BOMBCYC;BOMBAY CYCLE & MOTOR AGENCY LT;1613;1679.9;1595.55;1661.45;1661.45;9;14580
GREAVESCOT;GREAVES COTTON LTD.;180.2;186.15;180.2;184.9;184.9;113871;20852275
MULLER;MULLER & PHIPPS (INDIA) LTD.;215.75;216;215.75;215.75;215.75;117;25245
INDIANVSH;INDIANIVESH LTD.;11.65;11.65;10.75;11.37;11.37;1176;13033
COASTCORP;COASTAL CORPORATION LTD.;34.53;35.44;33.8;35.44;35.44;2109;73593
CHOWGULSTM;CHOWGULE STEAMSHIPS LTD.;23.99;24.3;23.52;24.09;24.3;3007;72163
GLOBOFFS;GLOBAL OFFSHORE SERVICES LTD.;82.4;82.4;74;79.57;79.52;12954;1004642
ASIIL;ASI INDUSTRIES LIMITED;31.3;32.53;31.01;32.46;32.5;18773;601502
SAGCEM;SAGAR CEMENTS LTD.;195;212.35;195;208.65;208.2;8149;1663944
HEMACEM;HEMADRI CEMENTS LTD.;69.41;69.41;65;65;65;1498;99070
DECCANCE;DECCAN CEMENTS LTD.;814.95;814.95;719.9;740.25;739.3;9311;6888878
MANGLMCEM;MANGALAM CEMENT LTD.;723.95;746.3;713;734.3;735.25;1078;784930
NCLIND;NCL INDUSTRIES LTD.;202;205.4;198.1;201.4;200.65;3029;608678
SAURASHCEM;SAURASHTRA CEMENT LTD.;84.9;85.02;82.52;84.48;84.95;13393;1123078
SHREDIGCEM;SHREE DIGVIJAY CEMENT CO.LTD.;74;75.58;74;74.76;74.72;7273;544702
BORORENEW;BOROSIL RENEWABLES LIMITED;463.1;532.2;463.1;532.15;532.2;115099;60159169
TRIVENIGQ;TRIVENI GLASS LTD.;13.2;13.35;11.5;12.7;12.84;11031;136178
ANDHRAPAP;ANDHRA PAPER LIMITED;70.34;72.55;69;71.22;71.62;8532;600397
BALKRISIND;BALKRISHNA INDUSTRIES LTD.;2719.95;2764.9;2696.7;2741.5;2741.05;4249;11628144
ORIENTPPR;ORIENT PAPER & INDUSTRIES LTD.;22.31;23.35;22.27;23;23.1;23666;538961
CITADEL;CITADEL REALTY AND DEVELOPERS;47.08;48.91;47.08;48.91;48.91;1128;53577
ROLLT;ROLLATAINERS LTD.;1.38;1.41;1.38;1.39;1.39;36114;50012
SESHAPAPER;SESHASAYEE PAPER & BOARDS LTD.;263.25;266.65;256.45;264.95;265;3530;919386
NATHIND;NATH INDUSTRIES LIMITED;67.55;74;67.55;73.63;74;745;54468
VAPIENTER;VAPI ENTERPRISE LIMITED;135;135;135;135;135;10;1350
DCM;DCM LTD.;98.94;99.5;96;98.09;98;970;96049
FORBESCO;FORBES & COMPANY LTD.;343.2;347;343.2;345.5;345.5;160;55344
HPCOTTON;H.P.COTTON TEXTILE MILLS LTD.;90;91;89;90.02;90.02;138;12487
UNITEDINT;UNITED INTERACTIVE LTD.;72.99;94;72.99;89.9;89.9;595;46782
JAMSHRI;JAMSHRI REALTY LIMITED;93.56;97;92.64;96.25;96.83;3704;347770
KATRSPG;KATARE SPINNING MILLS LTD.;179;179;176.95;176.95;176.95;10;1783
KESORAMIND;KESORAM INDUSTRIES LTD.;4.32;4.32;4.32;4.32;4.32;34704;149921
LAKSHMIMIL;LAKSHMI MILLS COMPANY LTD.;5657;5888;5657;5850;5850;30;174087
VTL;VARDHMAN TEXTILES LTD.;460;487.15;457.35;480.75;480.7;14671;6981140
PENINLAND;PENINSULA LAND LTD.;24.89;25.9;24.89;25.78;25.78;17808;451571
PASUSPG;PASUPATI SPG.& WVG.MILLS LTD.;35.54;35.54;32.99;35;35;803;27417
PHOENIXLTD;THE PHOENIX MILLS LTD;1463.05;1494.85;1439;1480.45;1480.45;7353;10769484
MARATHON;MARATHON NEXTGEN REALTY LTD.;475;489.55;468.95;484.95;481.9;5763;2755998
RELCHEMQ;RELIANCE CHEMOTEX INDUSTRIES L;158;162.05;157.25;158.35;158.1;630;100643
RUBYMILLS;RUBY MILLS LTD.;183.6;188.2;183.6;187.85;188;255;47604
SIMPLXREA;SIMPLEX REALTY LTD.;204.95;204.95;204.95;204.95;204.95;2;409
SWANENERGY;SWAN ENERGY LTD.;388.55;398.8;387.9;391.1;391.1;94439;37039686
VICTMILL;VICTORIA MILLS LTD.;6655;6856.25;6655;6679.55;6700;9;60552
ZSVARAJT;SVARAJ TRADING & AGENCIES LTD.;7.9;8.86;7.9;8.7;8.72;1606;13093
ZODIACVEN;ZODIAC VENTURES LIMITED;10.63;11.58;10.63;11.39;11.58;14894;165186
VEERENRGY;VEER ENERGY & INFRASTRUCTURE L;16.3;17.38;16.3;17.12;16.75;10212;172662
TILAK;Tilak Ventures Limited;2.69;2.8;2.69;2.76;2.76;656729;1803647
WAGEND;WAGEND INFRA VENTURE LIMITED;1.04;1.07;1.02;1.05;1.05;71866;74591
ELCIDIN;ELCID INVESTMENTS LTD.;125002;128998;125002;127522.8;127990;38;4844899
MEDIAONE;MEDIAONE GLOBAL ENTERTAINMENT;21.91;22.89;21.9;22.34;22.34;6224;137194
BANSWRAS;BANSWARA SYNTEX LTD.;130;136.05;130;135.05;136.05;3242;430357
SHRIDINE;SHRI DINESH MILLS LTD.;318.3;321.85;311.1;317;317;537;169739
SRF;SRF LTD.;2888.35;3025.4;2884.75;3007.6;3007.6;12111;36185995
SIYSIL;SIYARAM SILK MILLS LTD.;645.7;657.35;636.55;652.1;652.1;8772;5668450
SWADPOL;SWADESHI POLYTEX LTD.;55.59;55.59;55.59;55.59;55.59;423;23514
SHRAJSYNQ;SHREE RAJASTHAN SYNTEX LTD.;14.42;14.42;14.42;14.42;14.42;18;259
BBL;BHARAT BIJLEE LTD.;2720.05;3028.95;2720.05;2999.45;2991;2452;7202640
ELPROINTL;ELPRO INTERNATIONAL LTD.;73.1;74.6;71.81;72.77;73.36;60411;4394299
GEE;GEE LTD.;129.85;130;126.1;129.95;130;4326;556929
HIRECT;HIND RECTIFIERS LTD.;895.05;920.65;895.05;911.9;917.2;2012;1832963
NIPPOBATRY;INDO-NATIONAL LTD.;484.95;494.15;484.95;490.2;491.45;20;9790
ZENSARTECH;ZENSAR TECHNOLOGIES LTD.;683.3;707.7;682.9;702.45;701;43844;30559235
JYOTI;JYOTI LTD.;80.9;80.9;75.4;76.17;76.5;20574;1575916
JSLINDL;JSL INDUSTRIES LTD.;1463.45;1463.45;1463.45;1463.45;1463.45;6;8780
KAYCEEI;KAYCEE INDUSTRIES LTD.;1663;1663;1663;1663;1663;349;580387
INDOKEM;INDOKEM LTD.;151.9;151.9;144.4;145.5;145.5;3767;547121
PANAENERG;PANASONIC ENERGY INDIA COMPANY;350;359;350;354.55;354.55;4080;1442466
NELCO;NELCO LTD.;778.75;802;766.05;792;795;6307;4949949
PERMAGN;PERMANENT MAGNETS LTD.;779.7;809;750;787.75;790;2267;1757084
HIGHENE;HIGH ENERGY BATTERIES (INDIA);432;485;432;480.45;485;10193;4739253
STDBAT;STANDARD BATTERIES LTD.;56;63.5;56;60.33;59.25;3921;234602
UNIVCABLES;UNIVERSAL CABLES LTD.;450;494.15;450;490;484.3;4380;2112830
WSI;W.S.INDUSTRIES (INDIA) LTD.;66.85;66.85;63.55;65;65;4451;287135
DLTNCBL;DELTON CABLES LTD.;573.15;573.15;564.5;564.5;564.5;2372;1350082
LAKSELEC;LAKSHMI ELECTRICAL CONTROL SYS;971.95;998.95;945;980.4;970.55;1250;1211615
MODULEX;MODULEX CONSTRUCTION TECHNOLOG;23;23.29;22.31;23.08;23.2;35201;807556
LONGSPUR;Longspur International Venture;6.16;6.16;6.16;6.16;6.16;57;351
RELTD;RAVINDRA ENERGY LIMITED;95.05;100.05;93.1;99.3;99.95;32340;3092428
RRP;RRP SEMICONDUCTOR LIMITED;992.6;992.6;992.6;992.6;992.6;120;119112
EMPOWER;EMPOWER INDIA LTD.;1.36;1.45;1.33;1.43;1.43;2098031;2930346
ZMULTIPU;MULTIPURPOSE TRADING & AGENCIE;10.39;10.39;10;10.39;10.39;3;30
GRANDMA;GRANDMA TRADING & AGENCIES LTD;0.49;0.5;0.49;0.5;0.5;68973;34100
NYSSACORP;NYSSA CORPORATION LIMITED;3.85;4.02;3.66;3.83;3.83;72739;273186
FLOMIC;FLOMIC GLOBAL LOGISTICS LIMITE;70;70.11;68.1;68.41;68.2;227;15578
KRISHNA;KRISHNA VENTURES LIMITED;30.23;30.98;29.78;30.98;30.98;13821;416025
UNIABEXAL;UNI ABEX ALLOY PRODUCTS LTD.;2550.05;2780;2550.05;2756.4;2780;187;503200
SARDAEN;SARDA ENERGY & MINERALS LTD.;402.1;424.8;402.1;420.55;420.55;30767;12731084
BGWTATO;BHAGWATI AUTOCAST LTD.;325;328;315.1;317.6;316.55;1459;466708
BOMBWIR;BOMBAY WIRE ROPES LTD.;60.01;60.01;58.56;59.91;60;75;4498
AZADIND;AZAD INDIA MOBILITY LIMITED;123.05;129.45;123.05;125.05;123.4;1192;151017
INDIANHUME;INDIAN HUME PIPE CO.LTD.;375;383.7;367.3;374.05;381.7;4133;1544582
INLCM;INDIAN LINK CHAIN MANUFACTURES;365.65;365.65;365.65;365.65;365.65;521;190503
INVPRECQ;INVESTMENT & PRECISION CASTING;770;770;747.25;763;763;2055;1557500
INFORTEC;INFORMED TECHNOLOGIES INDIA LT;62;62;60.99;61.29;61.29;299;18446
ORIENTCER;ORIENT CERATECH LIMITED;33.67;34.31;33.56;33.88;33.6;1005;33946
NATIONSTD;NATIONAL STANDARD (INDIA) LTD.;3235.2;3316.05;3000;3187.1;3180;127;399555
RATHIST;RATHI STEEL & POWER LTD.;26.27;29.15;26.27;28.02;28;44293;1232095
DUNCANENG;Duncan Engineering Limited;420.3;420.3;420.3;420.3;420.3;16;6724
SANDUMA;SANDUR MANGANESE & IRON ORES L;481.05;507.35;481.05;504.65;504.65;40662;20325397
STOVACQ;STOVEC INDUSTRIES LTD.;2300;2374;2240;2267.7;2259;243;557677
CHOLAHLDNG;CHOLAMANDALAM FINANCIAL HOLDIN;1826;1826;1706;1716.3;1724.7;16143;28133832
ZWELCAST;WELCAST STEELS LTD.;1016.5;1029.05;1016.5;1029.05;1029.05;12;12323
AUTOAXLES;AUTOMOTIVE AXLES LTD.;1668.9;1701.95;1661.1;1665.4;1689.85;254;427930
ATLASCYCLE;ATLAS CYCLES (HARYANA) LTD.;81.05;86.99;80.88;83.29;86.99;957;78470
ACGL;AUTOMOBILE CORPORATION OF GOA;1496.95;1496.95;1496.95;1496.95;1496.95;2516;3766326
SETCO;SETCO AUTOMOTIVE LTD.;17.87;17.87;16.98;17;16.98;5447;92779
TALBROAUTO;TALBROS AUTOMOTIVE COMPONENTS;240.75;252.3;240.75;251.45;252.2;2420;593131
ZFSTEERING;Z.F.STEERING GEAR (INDIA) LTD.;1000;1015;957.1;998.05;1015;3086;3053960
SMLISUZU;SML ISUZU LIMITED;1544.95;1544.95;1525.05;1530.8;1530.1;1938;2968833
TIL;TIL LTD.;199.95;208.85;199.95;207.55;206;1745;359052
EICHERMOT;EICHER MOTORS LTD.;5201.2;5339.75;5201.2;5324.9;5339.75;9292;49228804
JAINEX;JAINEX AAMCOL LTD.;168.95;169;168.95;169;169;620;104749
ALFREDHE;ALFRED HERBERT (INDIA) LTD.;2010;2045;1952.1;1956.45;1952.1;63;125307
VELJAN;VELJAN DENISON LIMITED;1020;1049.75;1000;1030;1030;1583;1624076
DYNAMATECH;DYNAMATIC TECHNOLOGIES LTD.;6176.6;6398;6146.3;6353.2;6385;302;1900032
GGDPROP;G. G. Dandekar Properties Limi;94;94;83.01;85.76;85.76;1489;128432
GMMPFAUDLR;GMM PFAUDLER LTD.;991.65;1031.9;991.65;1027.4;1031.9;2418;2451763
KIRLPNU;KIRLOSKAR PNEUMATIC CO.LTD.;1080.1;1149;1080.1;1137.6;1129.6;5848;6486152
TULIVE;TULIVE DEVELOPERS LIMITED;894.45;894.45;894.45;894.45;894.45;14;12522
KPT;KPT INDUSTRIES LIMITED;740.35;775.9;740.35;759.95;752.55;887;673953
LAKSHMIEW;LAKSHMI ENGINEERING AND WAREHO;1920;2025;1920;1958;1930;44;86201
MANUGRAPH;MANUGRAPH INDIA LTD.;15.71;15.95;15.35;15.95;15.95;537;8467
HARSHILAGR;HARSHIL AGROTECH LIMITED;2.12;2.12;2.12;2.12;2.12;72465359;153626561
MONOT;MONOTYPE INDIA LTD.;0.7;0.7;0.66;0.68;0.68;653547;442458
NESCO;NESCO LTD.;901.5;917.05;901.5;907.55;908.85;1443;1313200
INTEGRAEN;INTEGRA ENGINEERING INDIA LTD.;211.75;219;208.65;214.7;215;4624;986420
TEXINFRA;TEXMACO INFRASTRUCTURE & HOLDI;92;93.64;91.1;92.8;92.86;9491;873331
WENDT;WENDT (INDIA) LTD.;9580.05;9888;9342.75;9745.6;9693;119;1145037
PSITINFRA;PS IT INFRASTRUCTURE & SERVICE;1.45;1.45;1.45;1.45;1.45;4722;6846
GHVINFRA;GHV INFRA PROJECTS LIMITED;495.55;495.55;495.55;495.55;495.55;50;24777
RESPONIND;RESPONSIVE INDUSTRIES LTD.;173.2;179.65;171;178.05;179.65;749;129655
MAHACORP;MAHARASHTRA CORPORATION LTD.;0.43;0.44;0.42;0.42;0.42;1413927;596263
DOLATALGO;DOLAT ALGOTECH LIMITED;76.25;80.9;76.09;80.3;80.2;32114;2509977
WESTLIFE;WESTLIFE FOODWORLD LIMITED;668.95;671;658.05;669.4;668.5;1293;861076
ZEEL;ZEE ENTERTAINMENT ENTERPRISES;109.4;116.5;109.1;115.85;115.85;1474025;166627675
SVPGLOB;SVP GLOBAL TEXTILES LIMITED;2.8;2.94;2.8;2.82;2.81;2762;7826
SKYLMILAR;SKYLINE MILLARS LTD.;16.94;19.87;16.92;19.87;19.87;94634;1834860
BHARATGEAR;BHARAT GEARS LTD.;72.7;72.7;70;70.68;70.68;4921;350077
BRADYM;BRADY & MORRIS ENGINEERING CO.;1201;1299;1190;1229.7;1249;357;434968
LATIMMETAL;La Tim Metal & Industries Limi;8.25;8.83;8.25;8.78;8.7;55474;476622
ELECON;ELECON ENGINEERING CO.LTD.;594.75;630.5;594.75;621.95;621.95;108350;66821641
GRAUWEIL;GRAUER & WEIL (INDIA) LTD.;78.1;82.39;78.1;81.5;81.5;123372;10031746
HIMTEK;HIM TEKNOFORGE LIMITED;160.25;166;160.25;165.35;166;1110;182192
GABRIEL;GABRIEL INDIA LTD.;559.65;574.45;550;570.6;570.6;14434;8134120
HERCULES;HERCULES HOISTS LTD.;148.85;153.45;148.15;149.7;152.5;1249;186505
AQFINTECH;ALGOQUANT FINTECH LIMITED;830;839.8;813;822.65;822.65;12166;10088045
IFBIND;IFB INDUSTRIES LTD.;1253.75;1285.55;1240.5;1249.5;1250;1449;1830324
SINGER;SINGER INDIA LTD.;59;63;57.25;61.8;61.8;57683;3538523
INTLCOMBQ;INTERNATIONAL COMBUSTION (INDI;840.5;872.95;830;856.9;857;1289;1090181
FMGOETZE;FEDERAL-MOGUL GOETZE (INDIA) L;322.55;339.95;322.05;337.7;336.5;1457;484429
JOSTS;JOSTS ENGINEERING CO.LTD.;466;466;455;460.9;460.9;9968;4589356
SCHAEFFLER;Schaeffler India Limited;3555.05;3725;3555.05;3703.95;3703.8;3017;11111814
RANEHOLDIN;RANE HOLDINGS LTD.;1288;1288;1246.4;1262.95;1265.05;481;609952
ROLCOEN;ROLCON ENGINEERING CO.LTD.;839.9;839.9;839.9;839.9;839.9;50;41995
SNL;SNL BEARINGS LTD.;368;384;368;372;370.05;2130;801310
JAIPAN;JAIPAN INDUSTRIES LTD.;37.5;37.5;30.15;33.5;33.5;897;31127
MANCREDIT;MANGAL CREDIT AND FINCORP LTD.;158.6;158.6;155.5;156.85;156.85;47;7321
TRF;TRF LTD.;326;358.1;326;352;349.6;1945;682251
WPIL;WPIL LTD.;389.35;409.95;375.15;405.5;405.5;44213;17490524
KENNAMET;KENNAMETAL INDIA LTD.;2086.05;2120;2050;2072.85;2073;1497;3127760
HINDHARD;HINDUSTAN HARDY LIMITED;763.4;788;714;753.15;753.15;665;495450
TRITONV;TRITON VALVES LTD.;2912.95;2912.95;2836;2852;2850;400;1147658
SUDAI;SUDAL INDUSTRIES LTD.;32.12;32.78;32.12;32.78;32.78;150;4916
PRAKASH;PRAKASH INDUSTRIES LTD.;154.7;161;154.7;160.05;161;62959;9975197
ARSHIYA;ARSHIYA LIMITED;2.6;2.6;2.5;2.55;2.55;14259;36004
GRINDWELL;GRINDWELL NORTON LTD.;1682.85;1709.35;1590;1614.4;1614.4;6021;9910401
STANROS;STANROSE MAFATLAL INVESTMENTS;78.58;78.58;77;77.94;78;114;8917
GENESYS;GENESYS INTERNATIONAL CORPORAT;622;652.25;621;648.35;649.95;2411;1542821
PARNAXLAB;PARNAX LAB LTD.;89;90;85.6;90;90;679;60251
GOURMET;GOURMET GATEWAY INDIA LIMITED;15.23;15.23;14.33;14.42;14.68;18013;260563
VIVIDHA;VISAGAR POLYTEX LTD.;0.77;0.82;0.76;0.78;0.78;128043;99499
EMERGENT;EMERGENT INDUSTRIAL SOLUTIONS;385.3;385.3;385.3;385.3;385.3;3;1155
KANANIIND;KANANI INDUSTRIES LTD.;2.05;2.19;2.05;2.06;2.06;4281;8898
GCKL;GALAXY CLOUD KITCHENS LIMITED;24.27;26.81;24.27;26.81;26.81;655;15960
ARIHANTSUP;ARIHANT SUPERSTRUCTURES LIMITE;355;355;344.9;345;345.15;326;113187
BLISSGVS;BLISS GVS PHARMA LTD.;105.05;114.95;105.05;112.05;113.1;22651;2511930
STYRENIX;Styrenix Performance Materials;2610.05;2691.15;2610.05;2671.9;2670.15;771;2056048
ALEMBICLTD;ALEMBIC LTD.;94.04;98.5;94.04;97.85;97.85;21062;2024605
AMNPLST;AMINES & PLASTICIZERS LTD.;190.65;195.35;185.35;187.85;189.8;22742;4303520
ANUHPHR;ANUH PHARMA LTD.;168.9;168.9;161.35;161.9;162;3748;608821
MODISONLTD;MODISON LIMITED;109;120.35;109;119.4;119.4;591;69455
BAYERCROP;BAYER CROPSCIENCE LTD.;4500.95;4633;4500.95;4617.45;4625.9;1362;6225324
CHEMOPH;CHEMO PHARMA LABORATORIES LTD.;124.95;129.9;124.95;129.9;129.9;336;42533
HEUBACHIND;Heubach Colorants India Limite;583.05;588.7;583.05;586.4;586.4;1714;1004581
COROMANDEL;COROMANDEL INTERNATIONAL LTD.;2126.05;2348.9;2126.05;2344.7;2337.2;8104;18701365
DEEPAKNTR;DEEPAK NITRITE LTD.;1826.3;1917;1826.3;1909.25;1913.45;6767;12814669
DMCC;DMCC SPECIALITY CHEMICALS LIMI;280.7;280.7;270;272.55;275;934;256465
FERMENTA;FERMENTA BIOTECH LIMITED;262.05;262.9;252.15;258.9;258.95;16892;4339492
GOCLCORP;GOCL Corporation Limited;262;274.4;258.35;268.75;269;1999;532064
JAYCH;JAYSHREE CHEMICALS LTD.;8.4;8.4;7.71;8.05;8.1;6634;52445
KANORICHEM;KANORIA CHEMICALS & INDUSTRIES;81.05;87.75;80.8;83.37;84;15462;1270757
KELENRG;KELTECH ENERGIES LTD.;3102;3344;3102;3223.6;3251;693;2225931
NITTAGELA;NITTA GELATIN INDIA LTD.;735.1;750;735;739.85;740;1856;1367654
MPAGI;M.P.AGRO INDUSTRIES LTD.;10.45;10.45;10;10;10;3052;31855
OCCL;ORIENTAL CARBON & CHEMICALS LT;170.5;176;170;172.5;170.05;852;146457
PCBL;PCBL Chemical Limited;350.85;368.45;346.35;366.25;366.25;131820;46723130
AMAL;AMAL LTD.;539.95;539.95;517.9;519.7;519;6876;3598231
POLYCHEM;POLYCHEM LTD.;1864;1919.8;1864;1888.05;1905;35;66172
PUNJABCHEM;PUNJAB CHEMICALS AND CROP PROT;1050;1050;1018.9;1023.6;1020;657;676798
ZR2;ZR2 BIOENERGY LIMITED;369.2;376.55;369.2;376.55;376.55;53;19589
SADHNANIQ;SADHANA NITROCHEM LTD.;19.02;19.03;19.02;19.03;19.03;2341;44525
SUDARSCHEM;SUDARSHAN CHEMICAL INDUSTRIES;1001.35;1037;997.5;1028.05;1027.9;8507;8641444
ULTRAMAR;ULTRAMARINE & PIGMENTS LTD.;431.25;443.85;425;437.85;437.85;13064;5654830
TRANSPEK;TRANSPEK INDUSTRY LTD.;1529.35;1558;1460;1531.5;1531.5;40536;61061462
UNICHEMLAB;UNICHEM LABORATORIES LTD.;536.15;567.7;535;555.5;554;3904;2155743
MYSORPETRO;MYSORE PETRO CHEMICALS LTD.;124;127;123.35;124;123.35;1675;207757
ALKYLAMINE;ALKYL AMINES CHEMICALS LTD.;1665;1694.9;1622.55;1631.55;1635;4858;7967467
TUTIALKA;TUTICORIN ALKALI CHEMICALS AND;73.01;76.84;73.01;75.17;75.89;10832;808795
ASTRAZEN;ASTRAZENECA PHARMA INDIA LTD.;8170;8170;7896.25;7992.35;7939;791;6311818
PRIMO;Primo Chemicals Limited;24.62;24.9;24;24.34;24.34;39969;968612
TANFACIND;TANFAC INDUSTRIES LTD.;2920.5;3059.95;2900;3009.3;3008;10077;30238043
GUJPETR;GUJARAT PETROSYNTHESE LTD.;57.16;57.16;57.16;57.16;57.16;19;1086
SWADEIN;SWADESHI INDUSTRIES LEASING CO;11.6;11.6;11.6;11.6;11.6;2200;25520
GUJTHEM;GUJARAT THEMIS BIOSYN LTD.;252.65;278.55;251.25;269.15;268.55;33191;8711889
SCBL;Saptak Chem And Business Limit;3.45;3.45;3.2;3.2;3.2;1147;3707
MAKERSL;MAKERS LABORATORIES LTD.;130;148;129.65;130.3;130.3;8438;1115176
CONTCHM;CONTINENTAL CHEMICALS LTD.;67;67;67;67;67;100;6700
JBCHEPHARM;J.B.CHEMICALS & PHARMACEUTICAL;1510.05;1553.55;1510.05;1527.3;1530;606;923490
APTPACK;APT PACKAGING LTD.;69.11;69.11;65.98;66.02;65.98;1235;81658
BLUECHIPT;BLUE CHIP TEX INDUSTRIES LTD.;143.6;146.2;142.9;144.35;146.2;770;111389
JAGAJITIND;JAGATJIT INDUSTRIES LTD.;172.55;176;169;174.05;174.05;6532;1130367
KESARENT;KESAR ENTERPRISES LTD.;68.02;73.76;68.02;73.76;73.76;167;12022
TI;TILAKNAGAR INDUSTRIES LTD.;271.7;278.3;270.15;276.3;276.3;34122;9349387
EMERALL;Emerald Leisures Limited;169.4;173;169.25;170.85;170;425;72196
RAVALSUGAR;The Ravalgaon Sugar Farm Limit;1068.9;1069.05;1068;1069;1069;34;36341
SAKHTISUG;SAKTHI SUGARS LTD.;21.25;21.9;20.2;21.76;21.76;5709;123799
WALCHANNAG;WALCHANDNAGAR INDUSTRIES LTD.;171;185;171;178.45;179.75;74526;13439407
IFBAGRO;IFB AGRO INDUSTRIES LTD.;475;475;467.5;470.85;473.1;520;244207
KFBL;KOTHARI FERMENTATION & BIOCHEM;77.3;79.79;77;78.75;79;8674;674847
CAPRO;CAPROLACTAM CHEMICALS LTD.;38.96;43;38.96;43;43;1861;72706
GMBREW;G.M.BREWERIES LTD.;643;662.95;636.65;660.3;657.1;1070;693973
RANASUG;RANA SUGARS LTD.;12.71;12.99;12.62;12.89;12.91;14275;182963
PICCASUG;PICCADILY SUGAR & ALLIED INDUS;48.98;50;48;49.84;50;6444;315747
SDBL;SOM DISTILLERIES & BREWERIES L;115.7;123.6;115.7;122.5;122.9;85797;10300744
CJGEL;C.J.GELATINE PRODUCTS LTD.;17.42;17.42;17.42;17.42;17.42;2;34
ASALCBR;ASSOCIATED ALCOHOLS & BREWERIE;1041;1065.95;1028;1038.5;1045.9;9316;9676093
FOODSIN;FOODS & INNS LTD.;86.65;88.5;85;88.23;87.9;4484;389747
IVP;IVP LTD.;158.6;163.95;154.25;160.55;161.85;1818;288351
KLRFM;KOVILPATTI LAKSHMI ROLLER FLOU;95;97.5;95;96.2;95.05;925;88925
OLYOI;OLYMPIC OIL INDUSTRIES LTD.;43;47;43;46.74;46.74;537;24107
MLKFOOD;MILKFOOD LTD.;77;82.9;75.46;80.45;82.9;5204;410644
POLSON;POLSON LTD.;11672;11672;11571;11571;11571;6;69819
WIPRO;WIPRO LTD.;236.25;242.95;236.25;241.9;241.9;232442;55936016
ORIBEVER;ORIENT BEVERAGES LTD.;230;233.5;225.4;229.95;229.95;433;99351
DHANUKA;DHANUKA AGRITECH LTD.;1225;1261.65;1220.3;1255.5;1255;2086;2576065
TTKHLTCARE;TTK HEALTHCARE LTD.;1250;1250;1178;1178;1178;31;36715
TGVSL;TGV SRAAC Limited;97.99;98.39;96.18;97.38;97.38;73384;7124527
LIMECHM;LIME CHEMICALS LTD.;16.25;16.25;15.58;16.08;16.25;2761;44520
KANPRPLA;KANPUR PLASTIPACK LTD.;121;135.65;121;133.7;133.4;8161;1062154
TAINWALCHM;TAINWALA CHEMICALS & PLASTICS;199.65;199.85;194.1;194.15;194.1;214;42014
JAGSNPHARM;JAGSONPAL PHARMACEUTICALS LTD.;194;206.65;194;204.35;205.5;9744;1992179
KHAICHEM;KHAITAN CHEMICALS & FERTILIZER;47.26;51.73;47.26;51.17;51.6;21959;1092079
NOL;NATIONAL OXYGEN LTD.;96.25;100;94.95;99.5;99.5;4354;415836
GILLETTE;GILLETTE INDIA LTD.;7835;7885.6;7685;7812.6;7783;508;3938421
WIREFABR;WIRES & FABRIKS (SA) LTD.;187;187;187;187;187;1;187
ANSALHSG;ANSAL HOUSING LIMITED;9.85;9.9;8.89;9.44;9.48;40421;379207
COMPUPN;COMPUTER POINT LTD.;4.51;5.2;4.51;4.88;4.89;6184;29340
MCCHRLS-B;MAC CHARLES (INDIA) LTD.;531.35;560;530;560;560;21;11361
ADDIND;ADDI INDUSTRIES LTD.;59;59;53;55.39;55.39;1035;57596
PIONRINV;PIONEER INVESTCORP LTD.;63;63;57.01;57.01;57.01;100;5974
ASHNOOR;ASHNOOR TEXTILE MILLS LTD.;50;50;48.5;49.15;49.95;3090;152557
UNITECH;UNITECH LTD.;5.72;5.81;5.56;5.72;5.81;737106;4164548
VIPIND;V.I.P.INDUSTRIES LTD.;312.35;333;307;331.35;328;41081;13327579
FIBERWEB;FIBERWEB (INDIA) LTD.;34;37.41;34;37.09;37.13;7925;287364
LKPFIN;LKP FINANCE LIMITED;380;404.3;378.95;397.95;394;5084;1983998
EASTBUILD;EAST BUILDTECH LTD.;97.25;97.25;97.25;97.25;97.25;6;583
BAJAJST;BAJAJ STEEL INDUSTRIES LTD.;651;677.9;635.5;652.75;651;23063;15053396
KIDUJA;KIDUJA INDIA LTD.;16.79;17;15.96;16.27;16.7;441;7173
KEYCORP;KEY CORP LTD.;177;198.95;177;184.75;182.15;1540;283816
GUJHOTE;GUJARAT HOTELS LTD.;269.9;269.9;261.1;264.5;261.1;1054;278094
RASRESOR;RAS RESORTS & APART HOTELS LTD;42;43.29;42;42.98;42;559;24003
PARMCOS-B;PARAMOUNT COSMETICS (INDIA) LT;38.12;38.45;37;37.99;37.99;83;3158
JINDHOT;JINDAL HOTELS LTD.;87.01;91.6;87.01;89.07;89.07;610;54210
